"name","asciiname","latitude","longitude"
"Otterfing","Otterfing","47.90898","11.67546"
"Otterbach","Otterbach","49.48554","7.7345"
"Otter","Otter","53.24015","9.74247"
"Ottensoos","Ottensoos","49.50949","11.34158"
"Ottenhöfen im Schwarzwald","Ottenhofen im Schwarzwald","48.56667","8.15"
"Ottenhofen","Ottenhofen","48.21667","11.88333"
"Ottendorf-Okrilla","Ottendorf-Okrilla","51.18333","13.83333"
"Ottendorf","Ottendorf","54.34087","10.04926"
"Ottendorf","Ottendorf","50.82748","11.82508"
"Ottenbüttel","Ottenbuttel","53.97107","9.50416"
"Ottenbach","Ottenbach","48.73649","9.74844"
"Ötisheim","Otisheim","48.96667","8.8"
"Ötigheim","Otigheim","48.89085","8.23442"
"Oststeinbek","Oststeinbek","53.54321","10.16939"
"Ostrohe","Ostrohe","54.21631","9.12537"
"Ostrhauderfehn","Ostrhauderfehn","53.13333","7.61667"
"Ostrau","Ostrau","51.2","13.16667"
"Ostramondra","Ostramondra","51.2","11.33333"
"Ostrach","Ostrach","47.95","9.38333"
"Ostochtersum","Ostochtersum","53.60605","7.52649"
"Osterzell","Osterzell","47.88333","10.75"
"Osterstedt","Osterstedt","54.10825","9.57436"
"Osterspai","Osterspai","50.24453","7.61227"
"Osterrönfeld","Osterronfeld","54.29013",9699
"Osterrade","Osterrade","54.18694","9.35389"
"Oster-Ohrstedt","Oster-Ohrstedt","54.51514","9.22189"
"Osterode am Harz","Osterode am Harz","51.72686","10.25089"
"Osterhorn","Osterhorn","53.86667","9.7"
"Osterholz-Scharmbeck","Osterholz-Scharmbeck","53.22698","8.79528"
"Osterhever","Osterhever","54.38547",8766
"Ostereistedt","Ostereistedt","53.3","9.16667"
"Oesterdeichstrich","Oesterdeichstrich","54.15","8.88333"
"Ostercappeln","Ostercappeln","52.35","8.23333"
"Osterby","Osterby","54.8","9.21667"
"Osterby","Osterby","54.45","9.75"
"Osterbruch","Osterbruch","53.77805","8.94122"
"Osterberg","Osterberg","48.15","10.16667"
"Osten","Osten","53.7","9.2"
"Ostelsheim","Ostelsheim","48.72633","8.84816"
"Osteel","Osteel","53.54417",7254
"Ostbevern","Ostbevern","52.04018","7.84229"
"Oßling","Ossling","51.35999","14.16567"
"Osnabrück","Osnabrueck","52.27264","8.0498"
"Osloß","Osloss","52.46925","10.68011"
"Osdorf","Osdorf","54.43333","10.01667"
"Oeschebüttel","Oeschebuttel","53.98912","9.72128"
"Osburg","Osburg","49.71667","6.78333"
"Ortenberg","Ortenberg","48.45158","7.97178"
"Orsingen-Nenzingen","Orsingen-Nenzingen","47.84272","8.95909"
"Orsfeld","Orsfeld","50.03333","6.61667"
"Oersdorf","Oersdorf","53.83914","9.99112"
"Oersberg","Oersberg","54.66667","9.85"
"Ormont","Ormont","50.32617","6.44238"
"Orlenbach","Orlenbach","50.16667","6.38333"
"Oerlenbach","Oerlenbach","50.15","10.13333"
"Orfgen","Orfgen","50.66667","7.53333"
"Orenhofen","Orenhofen","49.9","6.65"
"Oerel","Oerel","53.48333","9.05"
"Orbis","Orbis","49.7",8
"Oranienburg","Oranienburg","52.75577","13.24197"
"Oppurg","Oppurg","50.71065","11.65289"
"Oppertshausen","Oppertshausen","49.95","7.46667"
"Oppershausen","Oppershausen","51.13333","10.45"
"Oppenweiler","Oppenweiler","48.9827","9.4585"
"Oppach","Oppach","51.06667","14.5"
"Öpfingen","Opfingen","48.28636","9.80259"
"Opfenbach","Opfenbach","47.63333","9.83333"
"Onsdorf","Onsdorf","49.65","6.48333"
"Olzheim","Olzheim","50.27233","6.45511"
"Ölsen","Olsen","50.73333","7.6"
"Olsdorf","Olsdorf","49.95354","6.3822"
"Olsbrücken","Olsbruecken","49.53884","7.65857"
"Olpe","Olpe","51.02899","7.85139"
"Olmscheid","Olmscheid","50.06667","6.21667"
"Ollmuth","Ollmuth","49.66667","6.71667"
"Öllingen","Ollingen","48.52868","10.14759"
"Ollendorf","Ollendorf","51.03333","11.18333"
"Oelixdorf","Oelixdorf","53.92738","9.56383"
"Oldisleben","Oldisleben","51.30975","11.17112"
"Olderup","Olderup","54.53333","9.11667"
"Oldersbek","Oldersbek","54.44679","9.16929"
"Oldenswort","Oldenswort","54.37243","8.93996"
"Oldenhütten","Oldenhutten","54.15","9.73333"
"Oldendorf","Oldendorf","53.95341","9.45858"
"Oldendorf","Oldendorf","53.58333","9.25"
"Oldenbüttel","Oldenbuttel","54.16667","9.45"
"Oldenburg","Oldenburg","53.14118","8.21467"
"Oldenborstel","Oldenborstel","54.06667","9.51667"
"Olching","Olching","48.2","11.33333"
"Olbersleben","Olbersleben","51.15","11.33333"
"Olbersdorf","Olbersdorf","50.87304","14.77035"
"Ohrum","Ohrum","52.12084","10.56284"
"Ohrenbach","Ohrenbach","49.47055","10.21008"
"Ohorn","Ohorn","51.17199","14.04669"
"Öhningen","Ohningen","47.66186","8.88674"
"Ohne","Ohne","52.26667","7.28333"
"Ohmden","Ohmden","48.64599","9.52698"
"Ohmbach","Ohmbach","49.45","7.35"
"Ohlweiler","Ohlweiler","49.96667","7.5"
"Ohlstadt","Ohlstadt","47.63333","11.23333"
"Ohlsbach","Ohlsbach","48.43222","7.99384"
"Ohlenhard","Ohlenhard","50.45","6.76667"
"Oggelshausen","Oggelshausen","48.06667","9.65"
"Oftersheim","Oftersheim","49.36528","8.58306"
"Ofterschwang","Ofterschwang","47.5","10.23333"
"Ofterdingen","Ofterdingen","48.41667","9.03333"
"Offstein","Offstein","49.60611","8.23806"
"Offenheim","Offenheim","49.72556","8.03028"
"Offenhausen","Offenhausen","49.44971","11.41316"
"Offenbüttel","Offenbuettel","54.17035",9355
"Offenburg","Offenburg","48.47377","7.94495"
"Offenberg","Offenberg","48.86195","12.86293"
"Offenbach an der Queich","Offenbach an der Queich","49.19546","8.19779"
"Offenbach","Offenbach","50.10061","8.76647"
"Offenau","Offenau","49.24583","9.16056"
"Oetzen","Oetzen","53.01917","10.67571"
"Oettersdorf","Oettersdorf","50.6","11.81667"
"Oettern","Oettern","50.92251","11.35806"
"Oepfershausen","Oepfershausen","50.64113","10.24085"
"Oelsberg","Oelsberg","50.19877","7.83694"
"Oedheim","Oedheim","49.24028","9.25333"
"Oechsen","Oechsen","50.74531","10.06286"
"Odisheim","Odisheim","53.69565","8.94281"
"Oederquart","Oederquart","53.80267","9.2368"
"Odenthal","Odenthal","51.03333","7.11667"
"Odenbach","Odenbach","49.68333","7.65"
"Odelzhausen","Odelzhausen","48.30889","11.19889"
"Odderade","Odderade","54.13892","9.19408"
"Ockholm","Ockholm","54.66667","8.83333"
"Ockfen","Ockfen","49.61667","6.58333"
"Ockenheim","Ockenheim","49.94371","7.97127"
"Ockenfels","Ockenfels","50.5761","7.27535"
"Ochtendung","Ochtendung","50.35","7.38333"
"Obrigheim","Obrigheim","49.35194","9.09083"
"Obing","Obing","48.00049","12.40528"
"Obhausen","Obhausen","51.39172","11.65312"
"Oberzissen","Oberzissen","50.45","7.2"
"Oberwörresbach","Oberwoerresbach","49.78333","7.31667"
"Oberwolfach","Oberwolfach","48.31667","8.21667"
"Oberwiesen","Oberwiesen","49.7","7.96667"
"Oberwies","Oberwies","50.28861","7.78056"
"Oberwiera","Oberwiera","50.88913","12.54415"
"Oberweis","Oberweis","49.96667","6.41667"
"Oberweiler im Tal","Oberweiler im Tal","49.58333","7.55"
"Oberweiler","Oberweiler","50.05","6.45"
"Oberweid","Oberweid","50.59043","10.06381"
"Oberwambach","Oberwambach","50.66667","7.65"
"Oberwallmenach","Oberwallmenach","50.16667","7.83333"
"Heidstock","Heidstock","49.25571","6.88156"
"Oberviechtach","Oberviechtach","49.45809","12.41669"
"Obertrubach","Obertrubach","49.7","11.35"
"Obertraubling","Obertraubling","48.96667","12.16667"
"Obertiefenbach","Obertiefenbach","50.24199","7.88973"
"Oberthal","Oberthal","49.51257","7.08382"
"Oberteuringen","Oberteuringen","47.72409","9.46979"
"Obertaufkirchen","Obertaufkirchen","48.26046","12.27904"
"Obersüßbach","Obersussbach","48.61667","11.95"
"Obersülzen","Obersulzen","49.56833","8.21139"
"Oberstreu","Oberstreu","50.40338","10.28775"
"Oberstreit","Oberstreit","49.8","7.7"
"Oberstenfeld","Oberstenfeld","49.02611","9.32083"
"Obersteinebach","Obersteinebach","50.59088","7.49843"
"Oberstedem","Oberstedem","49.93333","6.51667"
"Oberstaufenbach","Oberstaufenbach","49.51599","7.50988"
"Oberstadtfeld","Oberstadtfeld","50.17616","6.76924"
"Oberstadt","Oberstadt","50.55531","10.59844"
"Oberstadion","Oberstadion","48.18596","9.69241"
"Obersontheim","Obersontheim","49.05667","9.89917"
"Obersöchering","Obersochering","47.73333","11.21667"
"Obersimten","Obersimten","49.16667","7.58333"
"Oberschweinbach","Oberschweinbach","48.23817","11.15571"
"Oberschönegg","Oberschonegg","48.10846","10.29848"
"Oberschöna","Oberschoena","50.89759","13.25379"
"Oberschneiding","Oberschneiding","48.79573",12642
"Oberschlettenbach","Oberschlettenbach","49.14612","7.87188"
"Oberschleißheim","Oberschleissheim","48.25","11.56667"
"Oberscheidweiler","Oberscheidweiler","50.08333","6.93333"
"Oberroth","Oberroth","48.17582","10.18913"
"Oberrot","Oberrot","49.01444","9.66722"
"Oberroßbach","Oberrossbach","50.65444","8.03972"
"Oberrod","Oberrod",50585,"8.12722"
"Oberrieden","Oberrieden","48.08886","10.42611"
"Oberried","Oberried","47.93333","7.95"
"Oberreute","Oberreute","47.56303","9.94449"
"Oberreißen","Oberreissen","51.08701","11.41287"
"Oberreidenbach","Oberreidenbach","49.70684","7.46127"
"Oberreichenbach","Oberreichenbach","49.58946","10.76892"
"Oberreichenbach","Oberreichenbach","48.73333","8.66667"
"Oberraden","Oberraden","50.55","7.53333"
"Oberpöring","Oberporing","48.70178","12.82482"
"Oberpleichfeld","Oberpleichfeld","49.87694","10.08682"
"Oberpierscheid","Oberpierscheid","50.06667","6.36667"
"Oberpframmern","Oberpframmern","48.02202","11.81331"
"Oberottmarshausen","Oberottmarshausen","48.23716","10.85754"
"Oberotterbach","Oberotterbach","49.07044","7.96955"
"Oberostendorf","Oberostendorf","47.9436","10.7427"
"Oberoppurg","Oberoppurg","50.7","11.68333"
"Ober-Olm","Ober-Olm","49.93722","8.18889"
"Oberöfflingen","Oberofflingen","50.06667","6.86667"
"Obernhof","Obernhof","50.31667","7.85"
"Obernheim-Kirchenarnbach","Obernheim-Kirchenarnbach","49.35","7.58333"
"Obernheim","Obernheim","48.16297","8.86113"
"Obernfeld","Obernfeld","51.55","10.23333"
"Oberneukirchen","Oberneukirchen","48.18333","12.51667"
"Oberneisen","Oberneisen","50.32555","8.07722"
"Oberndorf","Oberndorf","53.75","9.15"
"Oberndorf","Oberndorf","49.71667","7.81667"
"Obernau","Obernau","50.66667","7.56667"
"Ober-Mörlen","Ober-Morlen","50.3735","8.69087"
"Obermichelbach","Obermichelbach","49.53117","10.90891"
"Obermeitingen","Obermeitingen","48.14685","10.80626"
"Obermehler","Obermehler","51.26996","10.59754"
"Obermaßfeld-Grimmenthal","Obermassfeld-Grimmenthal","50.52898","10.43963"
"Obermarchtal","Obermarchtal","48.23279","9.57235"
"Obermaiselstein","Obermaiselstein","47.45","10.23333"
"Oberleichtersbach","Oberleichtersbach","50.28333","9.8"
"Oberlauch","Oberlauch","50.16667","6.41667"
"Oberlascheid","Oberlascheid","50.25","6.3"
"Langfurth","Langfurth","49.10112","10.45359"
"Oberlangen","Oberlangen","52.85","7.26667"
"Oberlahr","Oberlahr",50623,"7.51688"
"Ober Kostenz","Ober Kostenz","49.95","7.35"
"Oberkirn","Oberkirn","49.88333","7.36667"
"Oberkatz","Oberkatz","50.6","10.23333"
"Oberkail","Oberkail","50.03333","6.68333"
"Oberirsen","Oberirsen","50.71667","7.58333"
"Oberickelsheim","Oberickelsheim","49.6","10.13333"
"Oberhosenbach","Oberhosenbach","49.81667","7.33333"
"Ober-Hilbersheim","Ober-Hilbersheim","49.9","8.02889"
"Oberheldrungen","Oberheldrungen","51.28333","11.25"
"Oberheimbach","Oberheimbach","50.01667","7.78333"
"Oberhausen-Rheinhausen","Oberhausen-Rheinhausen","49.27389","8.47167"
"Oberhausen an der Appel","Oberhausen an der Appel","49.71667","7.86667"
"Oberhausen","Oberhausen","51.47805","6.8625"
"Oberhausen","Oberhausen","49.09694","8.05833"
"Oberhausen","Oberhausen","48.72201","11.11151"
"Oberhausen","Oberhausen","47.78333","11.13333"
"Oberharmersbach","Oberharmersbach","48.37358","8.12542"
"Oberhambach","Oberhambach","49.68333","7.16667"
"Oberhain","Oberhain","50.63333","11.13333"
"Oberhaid","Oberhaid","49.93247","10.81471"
"Oberhaching","Oberhaching","48.02455","11.59744"
"Obergurig","Obergurig","51.13294","14.40488"
"Obergröningen","Obergroningen","48.89449","9.90939"
"Obergriesbach","Obergriesbach","48.42305","11.0685"
"Obergeckler","Obergeckler","49.96667","6.3"
"Ober-Flörsheim","Ober-Florsheim","49.68306","8.15528"
"Oberfischbach","Oberfischbach","50.24913","7.95522"
"Oberfell","Oberfell","50.26038","7.44461"
"Obererbach","Obererbach","50.45","7.96667"
"Oberelz","Oberelz","50.26667","7.05"
"Oberelbert","Oberelbert","50.39167","7.81722"
"Oberdürenbach","Oberdurenbach","50.46667","7.16667"
"Oberdreis","Oberdreis","50.62569","7.66589"
"Oberdolling","Oberdolling","48.82943","11.5933"
"Oberdischingen","Oberdischingen","48.3","9.83333"
"Oberding","Oberding","48.31667","11.85"
"Oberdiebach","Oberdiebach","50.03333","7.78333"
"Oberderdingen","Oberderdingen","49.06556","8.80306"
"Oberdachstetten","Oberdachstetten","49.41667","10.43333"
"Oberbrombach","Oberbrombach","49.7","7.26667"
"Oberbösa","Oberboesa","51.2893",11017
"Oberboihingen","Oberboihingen","48.65","9.36667"
"Oberbillig","Oberbillig","49.70938","6.50665"
"Oberbettingen","Oberbettingen","50.28333","6.63333"
"Oberbergkirchen","Oberbergkirchen","48.3","12.38333"
"Oberbachheim","Oberbachheim","50.24631","7.74796"
"Oberaula","Oberaula","50.85","9.46667"
"Oberaudorf","Oberaudorf","47.64822","12.17242"
"Oberau","Oberau","47.55979","11.13919"
"Oberarnbach","Oberarnbach","49.38333","7.58333"
"Oberammergau","Oberammergau","47.59812","11.06692"
"Oberalben","Oberalben","49.58333","7.4"
"Oberahr","Oberahr","50.5","7.86667"
"Nützen","Nutzen","53.86667","9.91667"
"Nutteln","Nutteln","53.98778","9.38677"
"Nußloch","Nussloch","49.32389","8.69556"
"Nusse","Nusse","53.65654","10.58391"
"Nußdorf","Nussdorf","47.90564","12.59608"
"Nußbaum","Nussbaum","49.8","7.61667"
"Nußbach","Nussbach","49.63333","7.7"
"Nusplingen","Nusplingen","48.13264","8.89154"
"Nusbaum","Nusbaum","49.91667","6.35"
"Nürburg","Nurburg","50.33333","6.95"
"Nünschweiler","Nuenschweiler","49.22353","7.50719"
"Nünchritz","Nunchritz","51.29993","13.38555"
"Nümbrecht","Nuembrecht","50.90427","7.54063"
"Nufringen","Nufringen","48.62253","8.89009"
"Nüdlingen","Nudlingen","50.22063","10.12296"
"Nübel","Nubel","54.56667","9.58333"
"Nübbel","Nubbel","54.26667","9.61667"
"Notzingen","Notzingen","48.67076","9.45721"
"Nottuln","Nottuln","51.93333","7.35"
"Nottleben","Nottleben","50.96667","10.85"
"Nottfeld","Nottfeld","54.61667","9.76667"
"Nottensdorf","Nottensdorf","53.48333","9.6"
"Nothweiler","Nothweiler","49.06667","7.8"
"Nörvenich","Norvenich","50.80604","6.63952"
"Nortrup","Nortrup","52.61503","7.86072"
"Nortmoor","Nortmoor","53.24608","7.57178"
"Northeim","Northeim","51.70662","9.99997"
"Nörtershausen","Nortershausen","50.21667","7.48333"
"Norstedt","Norstedt","54.58333","9.13333"
"Norken","Norken","50.67278","7.89778"
"Norheim","Norheim","49.81091","7.81478"
"Nordwalde","Nordwalde","52.08333","7.48333"
"Nordstemmen","Nordstemmen","52.16196","9.7835"
"Nordsehl","Nordsehl","52.35","9.18333"
"Nordrach","Nordrach","48.4","8.08333"
"Nordleda","Nordleda","53.76667","8.83333"
"Nordkirchen","Nordkirchen","51.73827","7.52197"
"Nordhorn","Nordhorn","52.43081","7.06833"
"Nordholz","Nordholz","53.78448","8.61354"
"Nordhofen","Nordhofen","50.51667","7.75"
"Nordheim","Nordheim","49.10861","9.12778"
"Nordhausen","Nordhausen","51.5018","10.7957"
"Nordhastedt","Nordhastedt","54.16667","9.18333"
"Nordhackstedt","Nordhackstedt","54.73333","9.16667"
"Norderwöhrden","Norderwohrden","54.2","9.01667"
"Norderheistedt","Norderheistedt","54.25","9.15"
"Norderbrarup","Norderbrarup","54.65397","9.76857"
"Nordendorf","Nordendorf","48.59478","10.83183"
"Norddorf","Norddorf","54.67969","8.33296"
"Norddeich","Norddeich","54.21667","8.9"
"Norath","Norath","50.13333","7.58333"
"Nonnweiler","Nonnweiler","49.60762","6.96986"
"Nonnenhorn","Nonnenhorn","47.57386","9.61038"
"Nomborn","Nomborn","50.43333","7.91667"
"Nohra","Nohra","51.43333","10.7"
"Nohra","Nohra","50.96136","11.25971"
"Nohn","Nohn","50.33333","6.78333"
"Nohfelden","Nohfelden","49.58693","7.14283"
"Nohen","Nohen","49.63333","7.25"
"Noer","Noer","54.46667",10
"Nöda","Noda","51.06667","11.01667"
"Nochern","Nochern","50.16667","7.71667"
"Nobitz","Nobitz","50.97621","12.48605"
"Nöbdenitz","Noebdenitz","50.86667","12.28333"
"Nitz","Nitz","50.33333","7.01667"
"Nittel","Nittel","49.65","6.45"
"Nisterberg","Nisterberg","50.68333","7.98333"
"Nister","Nister","50.67583","7.83833"
"Nirmsdorf","Nirmsdorf","51.09444","11.4702"
"Nindorf","Nindorf","54.13333","9.7"
"Nindorf","Nindorf","54.08333","9.11667"
"Nimsreuland","Nimsreuland","50.13333","6.45"
"Nimshuscheid","Nimshuscheid","50.1","6.48333"
"Nimritz","Nimritz","50.69434","11.63999"
"Nievern","Nievern","50.33333","7.68333"
"Nieste","Nieste","51.31361","9.67083"
"Niesgrau","Niesgrau","54.75","9.81667"
"Nierstein","Nierstein","49.87003","8.33647"
"Niersbach","Niersbach","49.9402","6.74076"
"Nienstädt","Nienstadt","52.29242","9.1644"
"Nienhagen","Nienhagen","52.55705","10.1021"
"Nienbüttel","Nienbuttel","54.02969","9.41451"
"Nienburg","Nienburg","52.6461","9.22086"
"Nienborstel","Nienborstel","54.13333","9.61667"
"Niehl","Niehl","49.95774","6.35525"
"Niederzissen","Niederzissen","50.45876","7.2181"
"Niederzimmern","Niederzimmern","51.00476","11.19028"
"Niederzier","Niederzier","50.88333","6.46667"
"Niederwörresbach","Niederworresbach","49.76667","7.33333"
"Niederwinkling","Niederwinkling","48.88333","12.8"
"Nieder-Wiesen","Nieder-Wiesen","49.73333","7.98333"
"Niederwiesa","Niederwiesa","50.86667","13.01667"
"Niederwerth","Niederwerth","50.4","7.61667"
"Niederwerrn","Niederwerrn","50.06149","10.1827"
"Niederweis","Niederweis","49.86997","6.46717"
"Niederweiler","Niederweiler","50.03333","6.45"
"Niederweiler","Niederweiler","49.9","7.28333"
"Niederwambach","Niederwambach","50.63333","7.6"
"Niederwallmenach","Niederwallmenach","50.16667","7.81667"
"Niederviehbach","Niederviehbach","48.61667","12.38333"
"Niedertiefenbach","Niedertiefenbach","50.25538","7.89702"
"Niedertaufkirchen","Niedertaufkirchen","48.33333","12.55"
"Niedert","Niedert","50.13333","7.53333"
"Niedersteinebach","Niedersteinebach","50.60018","7.50692"
"Niederstedem","Niederstedem","49.93333","6.5"
"Niederstaufenbach","Niederstaufenbach","49.53333","7.51667"
"Niederstadtfeld","Niederstadtfeld","50.16051","6.7597"
"Niedersohren","Niedersohren","49.93333","7.33333"
"Niederschönenfeld","Niederschonenfeld","48.71667","10.93333"
"Niederschlettenbach","Niederschlettenbach","49.08333","7.85"
"Niederscheidweiler","Niederscheidweiler","50.06667","6.95"
"Niedersayn","Niedersayn","50.52864","7.83168"
"Niederroßla","Niederrossla","51.03333","11.48333"
"Niederroßbach","Niederrossbach","50.64167","8.03444"
"Niederrieden","Niederrieden","48.0576","10.18321"
"Niederreißen","Niederreissen","51.09894","11.41106"
"Niederraden","Niederraden","49.98333","6.31667"
"Niederpierscheid","Niederpierscheid","50.08333","6.36667"
"Niederotterbach","Niederotterbach","49.06028","8.04556"
"Niederorschel","Niederorschel","51.37222","10.42372"
"Nieder-Olm","Nieder-Olm","49.91166","8.20533"
"Niederöfflingen","Niederofflingen","50.06667","6.88333"
"Niedernwöhren","Niedernwohren","52.35214","9.14788"
"Niedernhausen","Niedernhausen","50.16307","8.31338"
"Niederneisen","Niederneisen","50.33333","8.05"
"Niedernberg","Niedernberg","49.91222","9.13694"
"Niedermurach","Niedermurach","49.44999","12.3761"
"Niedermoschel","Niedermoschel","49.73333","7.8"
"Niedermohr","Niedermohr","49.45899","7.46955"
"Niederlauer","Niederlauer","50.29411","10.17712"
"Niederlauch","Niederlauch","50.16667","6.43333"
"Niederlangen","Niederlangen","52.85712","7.28199"
"Niederkumbd","Niederkumbd","50.01667","7.53333"
"Niederkrüchten","Niederkruchten","51.2","6.21667"
"Nieder Kostenz","Nieder Kostenz","49.95","7.36667"
"Niederkirchen bei Deidesheim","Niederkirchen bei Deidesheim",49415,"8.21"
"Niederkirchen","Niederkirchen","49.58333","7.7"
"Niederirsen","Niederirsen","50.75","7.6"
"Niederhosenbach","Niederhosenbach","49.8","7.36667"
"Niederhorbach","Niederhorbach","49.11528","8.03417"
"Niederhofen","Niederhofen","50.56667","7.6"
"Nieder-Hilbersheim","Nieder-Hilbersheim","49.91333","8.04194"
"Niederheimbach","Niederheimbach","50.03333","7.81667"
"Niederhausen an der Appel","Niederhausen an der Appel","49.75","7.9"
"Niederhausen","Niederhausen","49.8","7.78333"
"Niederhambach","Niederhambach","49.68333","7.2"
"Niedergörsdorf","Niedergorsdorf","51.97943","12.98541"
"Niedergeckler","Niedergeckler","49.96667","6.3"
"Niedergebra","Niedergebra","51.42285","10.60011"
"Niederfüllbach","Niederfuellbach","50.22002","10.99086"
"Niederfrohna","Niederfrohna","50.9","12.71667"
"Niederfischbach","Niederfischbach","50.85","7.86667"
"Niederfinow","Niederfinow","52.83368","13.92843"
"Niederfell","Niederfell","50.28333","7.46667"
"Niedereschach","Niedereschach","48.13333","8.53333"
"Niedererbach","Niedererbach","50.4261","7.97425"
"Niederelbert","Niederelbert","50.40775","7.8099"
"Niederdürenbach","Niederdurenbach","50.45","7.18333"
